channel_id,channel_link,channel_name,channel_type,country,country_rank,daily_subs_average,daily_views_average,estimated_monthly_income,people_rank,social_blade_rank,socialblade_url,subscriber_rank,subscribers,subscribers_last_30_days,uploads,video_view_rank,views,views_last_30_days,yearly_income,channel_age
@tasnimfilm,https://youtube.com/@tasnimfilm,خبرگزاری تسنیم | Tasnim News Ag…,news,IR,16.0,24.0,10008.0,584.0,2038.0,607971.0,https://socialblade.com/youtube/channel/UC9gm0OdmoAkGxIZG8veaxnw,3964.0,33000.0,700.0,2188.0,905177.0,11378032.0,300216.0,6960.0,9.342465753424657
@pmoiran,https://youtube.com/@pmoiran,سازمان مجاهدین خلق ایران,nonprofit,IR,5.0,,10055.0,584.5,606.0,579032.0,https://socialblade.com/youtube/channel/UCitKNnGQCvcVLbULrVBwphA,2372.0,101000.0,,14352.0,866011.0,12155736.0,301649.0,7012.0,
@abu-hadram,https://youtube.com/@abu-hadram,أبو حضرم | Abu Hadram,people,QA,23.0,1200.0,687559.0,39900.0,927.0,29101.0,https://socialblade.com/youtube/channel/UC5LTsf00xa7VFWU8_ZXgbFg,1351.0,939000.0,36000.0,733.0,32811.0,521733505.0,20627000.0,478650.0,4.416438356164384
@inspirationalideas,https://youtube.com/@inspirationalideas,Inspirational ideas,,QA,46.0,1400.0,555315.0,32200.0,,34778.0,https://socialblade.com/youtube/channel/UCAU7HPCak2sPpKvu1EgAoig,1931.0,395000.0,42000.0,282.0,118816.0,143888217.0,16659000.0,386600.0,3.9178082191780823
@joy_bamm,https://youtube.com/@joy_bamm,조이밤 Joy_Bamm,,KR,85.0,18000.0,13764264.0,796950.0,,312.0,https://socialblade.com/youtube/channel/UC2p1nohpGOnK7u_3JgDpvog,771.0,6060000.0,540000.0,268.0,2696.0,3948631162.0,412928000.0,9550000.0,1.2273972602739727
@3drstudio_,https://youtube.com/@3drstudio_,3DR Studio,,IT,672.0,3960.0,4294041.0,249100.0,,1807.0,https://socialblade.com/youtube/channel/UC857nVQ7Cvgvd5acCdsVvuQ,2070.0,276000.0,119000.0,163.0,65067.0,278574444.0,128821000.0,2975850.0,0.7561643835616438
@tencentvideomovie,https://youtube.com/@tencentvideomovie,企鹅大影院 - Get the WeTV APP,film,CN,7.0,334.0,295704.0,17150.0,463.0,64005.0,https://socialblade.com/youtube/channel/UCURj-jQd2vi6_BmY6vUrdpg,1103.0,2640000.0,10000.0,2894.0,25231.0,659576003.0,8871000.0,205850.0,5.117808219178082
@khorafatkade,https://youtube.com/@khorafatkade,خرافاتکده,,IR,24.0,10.0,10184.0,585.0,,576234.0,https://socialblade.com/youtube/channel/UCIB_eaaJ-4B0FuzUKuDIMaQ,5045.0,25500.0,300.0,2579.0,584325.0,20617094.0,305516.0,7067.0,
@worldtalentist,https://youtube.com/@worldtalentist,World Talentist,,QA,120.0,700.0,633680.0,36750.0,,25108.0,https://socialblade.com/youtube/channel/UCzRoUA-O6LPz2azDop0U8Nw,2237.0,138000.0,21000.0,378.0,131830.0,126853281.0,19010000.0,441150.0,1.0356164383561643
@cure0721,https://youtube.com/@cure0721,CuRe 구래,comedy,KR,9.0,26600.0,17222917.0,1008750.0,22.0,215.0,https://socialblade.com/youtube/channel/UCkLNHZZsC3LKdUAroKNwOOw,227.0,23100000.0,800000.0,481.0,285.0,15559759771.0,516687000.0,12000000.0,
@qatarlife4pardesi,https://youtube.com/@qatarlife4pardesi,Qatar Life For Pardesi,,QA,90.0,6200.0,2250040.0,130550.0,,6931.0,https://socialblade.com/youtube/channel/UCmt4PDBVdwjQ7r2O-Dz_hFQ,2166.0,186000.0,186000.0,15.0,226380.0,67501180.0,67501000.0,1542150.0,2.7424657534246575
@thinkright_m,https://youtube.com/@thinkright_m,Think right,,QA,136.0,1030.0,532728.0,30900.0,,28851.0,https://socialblade.com/youtube/channel/UCU4J-DKEgpoYn3ZrIJpd7hg,2303.0,118000.0,30900.0,518.0,348908.0,43063044.0,15982000.0,370850.0,
@bayashitv_,https://youtube.com/@bayashitv_,Bayashi TV,entertainment,JP,5.0,30000.0,19093679.0,1115150.0,91.0,170.0,https://socialblade.com/youtube/channel/UCbCJmNKAL85O1VFeD6Wj60g,204.0,25400000.0,900000.0,1299.0,312.0,14938533017.0,572810000.0,13300000.0,3.389041095890411
@andrewemily16,https://youtube.com/@andrewemily16,andrewemily16,,IT,90.0,6660.0,5644925.0,327450.0,,1621.0,https://socialblade.com/youtube/channel/UCnwY53ecHQLmzCwLZCvJS-g,1170.0,2040000.0,200000.0,1971.0,11673.0,1318733674.0,169348000.0,3931150.0,7.391780821917808
@cgtn,https://youtube.com/@cgtn,CGTN,news,CN,5.0,334.0,333762.0,19350.0,272.0,61877.0,https://socialblade.com/youtube/channel/UCgrNz-aDmcr2uuto8_DL2jg,1056.0,3110000.0,10000.0,128283.0,6005.0,2153348727.0,10013000.0,232350.0,11.4
@miso_ara,https://youtube.com/@miso_ara,미소아라TT,animals,KR,274.0,28300.0,13670858.0,796650.0,145.0,249.0,https://socialblade.com/youtube/channel/UCuKbAWuSG9F_UEF2Xngbq0A,1182.0,2030000.0,850000.0,144.0,23512.0,760437164.0,410126000.0,9500000.0,4.676712328767123
@mofxtv5088,https://youtube.com/@mofxtv5088,MOFX TV,news,IR,35.0,87.0,15902.0,904.5,2389.0,502144.0,https://socialblade.com/youtube/channel/UCGtlSav9foEJsp1OktAFe8w,8016.0,15900.0,2600.0,4.0,2080015.0,3256058.0,477041.0,11050.0,
@mercuri_88,https://youtube.com/@mercuri_88,mercuri_88,comedy,IT,3.0,20000.0,6442541.0,373750.0,58.0,1176.0,https://socialblade.com/youtube/channel/UCxuBvuxd7lU7fx-8aactdVA,324.0,13300000.0,600000.0,831.0,1005.0,7379865250.0,193276000.0,4463800.0,17.202739726027396
,,خبرگزاری صدا و سیما,news,IR,40.0,37.0,13406.0,795.5,2417.0,535846.0,https://socialblade.com/youtube/channel/UCTJmxoAtMRpRZ6QUx0ufOjQ,8498.0,14500.0,1100.0,8241.0,1219908.0,7427965.0,402179.0,9350.0,
@tameemfamily,https://youtube.com/@tameemfamily,عائلة تميم | Tameem Family,comedy,QA,9.0,2000.0,1285625.0,74600.0,427.0,13220.0,https://socialblade.com/youtube/channel/UCWj9aZ1UxZJJ6A4JSi4nJgw,1074.0,2940000.0,60000.0,493.0,6670.0,1990560123.0,38569000.0,902650.0,11.805479452054794
@cnliziqi,https://youtube.com/@cnliziqi,李子柒 Liziqi,howto,CN,1.0,23300.0,487334.0,28250.0,11.0,43102.0,https://socialblade.com/youtube/channel/UCoC47do520os_4DBMEFGg4A,264.0,19300000.0,700000.0,128.0,3560.0,3168533140.0,14620000.0,339250.0,
@adnanalansari,https://youtube.com/@adnanalansari,Adnan Al ansari,entertainment,SA,101.0,4330.0,3624278.0,210250.0,780.0,3270.0,https://socialblade.com/youtube/channel/UCedLZP8Q74EBVApKPkV0eBw,980.0,3810000.0,130000.0,2304.0,3813.0,3036330686.0,108728000.0,2498400.0,6.476712328767123
@lucanpevidor,https://youtube.com/@lucanpevidor,Lucan Pevidor,entertainment,BR,29.0,33300.0,18323555.0,1168700.0,151.0,141.0,https://socialblade.com/youtube/channel/UCuz_0MPcY5O0vsIfFPKFpGg,272.0,18200000.0,1000000.0,1076.0,1060.0,7183388583.0,549707000.0,14000000.0,2.638356164383562
@mais-um,https://youtube.com/@mais-um,Mais Um,,BR,992.0,5230.0,5054284.0,322200.0,,1923.0,https://socialblade.com/youtube/channel/UCc3KnDg-3Pabu0JXNoyK2Sg,1595.0,699000.0,157000.0,661.0,24931.0,680465350.0,151628000.0,3877450.0,0.5315068493150685
@giselemiranda_ofc,https://youtube.com/@giselemiranda_ofc,Giselemiranda_ofc,entertainment,BR,116.0,24600.0,20353025.0,1276300.0,315.0,161.0,https://socialblade.com/youtube/channel/UCpyLAa0PDCge00itbPrIf4g,471.0,8880000.0,740000.0,838.0,2268.0,4404655465.0,610591000.0,15550000.0,2.6794520547945204
@irmas_pina,https://youtube.com/@irmas_pina,Irmãs Pina,people,BR,409.0,19000.0,18198681.0,1168250.0,576.0,168.0,https://socialblade.com/youtube/channel/UCPQKC_B2zXGxNpN9_va7OCw,982.0,3830000.0,570000.0,6065.0,5318.0,2436351615.0,545960000.0,13900000.0,6.189041095890411
@spiewajacebrzdace,https://youtube.com/@spiewajacebrzdace,Śpiewające Brzdące - Piosenki dla dzieci,music,PL,31.0,667.0,1236476.0,71700.0,781.0,14924.0,https://socialblade.com/youtube/channel/UCAs_VJQrP8JFQy2amoPpb8A,1134.0,2270000.0,20000.0,582.0,3031.0,3549077761.0,37094000.0,850650.0,10.789041095890411
@natanporai,https://youtube.com/@natanporai,Natan por Aí,entertainment,BR,22.0,20000.0,11543006.0,743300.0,129.0,412.0,https://socialblade.com/youtube/channel/UCjaxmdb_gTWbz9XF5rzvgGg,247.0,20700000.0,600000.0,1501.0,331.0,14378662594.0,346290000.0,8800000.0,7.345205479452055
@wardandyan,https://youtube.com/@wardandyan,Ward and Yan,entertainment,SA,266.0,1330.0,2888927.0,167600.0,1026.0,3299.0,https://socialblade.com/youtube/channel/UCffXVPIS8oz-NtRIwrzdVFg,1234.0,1350000.0,40000.0,6539.0,4693.0,2594320158.0,86668000.0,2018300.0,
@mayca.brasil,https://youtube.com/@mayca.brasil,Mayca Brasil,entertainment,BR,86.0,11300.0,11241994.0,692150.0,228.0,405.0,https://socialblade.com/youtube/channel/UCLytPjAioH-nM_70CqbGF-w,352.0,10300000.0,340000.0,2801.0,1186.0,6728744887.0,337260000.0,8600000.0,8.895890410958904
@gabrielmiranda_ofc,https://youtube.com/@gabrielmiranda_ofc,Gabrielmiranda_ofc,entertainment,BR,63.0,16600.0,12498958.0,796850.0,202.0,321.0,https://socialblade.com/youtube/channel/UCMXZWmu881oKMoi2ZULHpmw,325.0,12800000.0,500000.0,1067.0,1492.0,5816487852.0,374969000.0,9550000.0,2.835616438356164
@fluscomania_kids,https://youtube.com/@fluscomania_kids,F L U S C O M A N I A,entertainment,BR,601.0,15600.0,17397727.0,1115250.0,977.0,231.0,https://socialblade.com/youtube/channel/UCiocc4WoX8xE-7CalzqS2Xw,1181.0,1880000.0,470000.0,2817.0,11892.0,1316945423.0,521932000.0,13350000.0,10.89041095890411
@klaudialeclercq,https://youtube.com/@klaudialeclercq,Klaudia Leclercq ASMR,entertainment,PL,353.0,3300.0,1379133.0,80000.0,1529.0,9483.0,https://socialblade.com/youtube/channel/UCE3aZsfN8B_huRrGggGp6JA,1768.0,541000.0,99000.0,1248.0,96540.0,180935849.0,41374000.0,956500.0,4.282191780821917
@emillyvickof,https://youtube.com/@emillyvickof,Emilly Vick,tech,BR,35.0,16600.0,13456647.0,850450.0,12.0,330.0,https://socialblade.com/youtube/channel/UC63iwP6BtIjxB6xn1GKR6Lw,288.0,16500000.0,500000.0,586.0,1312.0,6303805688.0,403699000.0,10300000.0,9.383561643835616
@mariaclaraejp,https://youtube.com/@mariaclaraejp,Maria Clara & JP,entertainment,BR,6.0,23300.0,13002258.0,848750.0,31.0,372.0,https://socialblade.com/youtube/channel/UCKe6w0exI94U-RzqAyoY1VA,85.0,41800000.0,700000.0,815.0,82.0,27368694913.0,390068000.0,9950000.0,8.783561643835617
@bolofofos,https://youtube.com/@bolofofos,Bolofofos,music,BR,65.0,10000.0,12516577.0,796950.0,160.0,385.0,https://socialblade.com/youtube/channel/UCDloohi99BTt-vEDDVqiuPw,327.0,12700000.0,300000.0,86.0,438.0,12156009897.0,375497000.0,9550000.0,9.663013698630136
@enaldinho,https://youtube.com/@enaldinho,Enaldinho,entertainment,BR,8.0,16600.0,12396558.0,796500.0,49.0,354.0,https://socialblade.com/youtube/channel/UC2bYhAHyaqfWlPXWBVk4BcA,117.0,36000000.0,500000.0,4272.0,290.0,15427123969.0,371897000.0,9500000.0,11.613698630136986
@bentoetoto,https://youtube.com/@bentoetoto,Bento e Totó,film,BR,203.0,7330.0,12018212.0,745050.0,174.0,413.0,https://socialblade.com/youtube/channel/UCeVpY5P9nvQavvVMaGadIyg,684.0,6720000.0,220000.0,37.0,1051.0,7212398879.0,360546000.0,9200000.0,7.564383561643836
@skitsarabic,https://youtube.com/@skitsarabic,SKITS Arabic,,SA,411.0,4900.0,4617653.0,267850.0,,2484.0,https://socialblade.com/youtube/channel/UCo40pHbC8Cg74ycfpc27TDQ,1496.0,808000.0,147000.0,711.0,27349.0,636579564.0,138530000.0,3239100.0,
@enjoyable.ba11s,https://youtube.com/@enjoyable.ba11s,enjoyable.ba11s,,PL,496.0,6300.0,2766233.0,160500.0,,5292.0,https://socialblade.com/youtube/channel/UCg2TDL3aYaTB6ZEUYQuU-IQ,1946.0,398000.0,189000.0,116.0,127773.0,144101927.0,82987000.0,1913300.0,0.33424657534246577
@luccastoon,https://youtube.com/@luccastoon,LUCCAS NETO - LUCCAS TOON,entertainment,BR,5.0,20000.0,12016958.0,745050.0,26.0,411.0,https://socialblade.com/youtube/channel/UC_gV70G_Y51LTa3qhu8KiEA,77.0,43700000.0,600000.0,2716.0,104.0,25080586816.0,360509000.0,9200000.0,
@galinhapintadinha,https://youtube.com/@galinhapintadinha,Galinha Pintadinha,music,BR,9.0,6660.0,10843974.0,690650.0,39.0,132.0,https://socialblade.com/youtube/channel/UCBAb_DK4GYZqZR9MFA7y2Xg,118.0,35800000.0,200000.0,65.0,52.0,32073334162.0,325319000.0,8288000.0,17.80821917808219
@lorenatauanaa,https://youtube.com/@lorenatauanaa,LORENA TAUANA,games,BR,369.0,63600.0,11303708.0,742400.0,433.0,501.0,https://socialblade.com/youtube/channel/UCDGrgnIrrkjTQh_09qp6rPA,935.0,4370000.0,1910000.0,1198.0,18808.0,895861555.0,339111000.0,8650000.0,
@estevaofilipe_oficiall,https://youtube.com/@estevaofilipe_oficiall,Estevão Filipe,,BR,275.0,10600.0,8961128.0,583600.0,,730.0,https://socialblade.com/youtube/channel/UCGRVjA5G0Ss4kyROxzkvSuw,810.0,5480000.0,320000.0,2811.0,5735.0,2266320542.0,268834000.0,6853250.0,2.8109589041095893
@acheiporai1,https://youtube.com/@acheiporai1,AcheiPorAi,,BR,853.0,-200.0,9710843.0,636400.0,,647.0,https://socialblade.com/youtube/channel/UCSxfAgPpJeiKEifuQ4Ksm-A,1454.0,827000.0,-6000.0,5675.0,59871.0,291331227.0,291325000.0,7437000.0,4.115068493150685
@yzn47.,https://youtube.com/@yzn47.,عيال الحاره,people,SA,95.0,6000.0,4370359.0,253500.0,556.0,2505.0,https://socialblade.com/youtube/channel/UCjvPVj9oUNzcLnj-IPZkUDA,961.0,3980000.0,180000.0,517.0,5800.0,2233248724.0,131111000.0,3028950.0,3.947945205479452
@spiderrusso,https://youtube.com/@spiderrusso,Russo,entertainment,BR,166.0,11600.0,6939656.0,442400.0,432.0,965.0,https://socialblade.com/youtube/channel/UCSGxK7HHQ15o2KOWu8pCnWw,610.0,7450000.0,350000.0,1233.0,3021.0,3575343138.0,208190000.0,5312300.0,3.0876712328767124
@hepgezen,https://youtube.com/@hepgezen,Hep Gezen,travel,BR,133.0,14000.0,10117255.0,637950.0,6.0,622.0,https://socialblade.com/youtube/channel/UCeAgUlnMLme58Yrq81fVgdg,539.0,8210000.0,420000.0,13266.0,1203.0,6700198108.0,303518000.0,7755300.0,7.846575342465753
@duduecarol,https://youtube.com/@duduecarol,DUDU e CAROL,entertainment,BR,15.0,6660.0,6224579.0,396800.0,97.0,1007.0,https://socialblade.com/youtube/channel/UC371icpvZj2oQaocL0i9L-g,208.0,24600000.0,200000.0,3037.0,426.0,12342528908.0,186737000.0,4780100.0,
@monicamartynnss,https://youtube.com/@monicamartynnss,Teen House,people,BR,219.0,13300.0,10847304.0,690700.0,338.0,619.0,https://socialblade.com/youtube/channel/UCwsQsmYxKmca1FPhmZIQoFQ,720.0,6370000.0,400000.0,3617.0,3810.0,3073227279.0,325419000.0,8288150.0,
@demono10000,https://youtube.com/@demono10000,demono10000,tech,PL,779.0,624.0,980483.0,56900.0,1198.0,10522.0,https://socialblade.com/youtube/channel/UC_h_tHPqvrcpiFqaJ571F6A,2412.0,99000.0,18700.0,506.0,142141.0,116759429.0,29414000.0,690150.0,10.621917808219179
@kimberlly_e_kyann,https://youtube.com/@kimberlly_e_kyann,Canal Kimberlly e Kyann,entertainment,BR,278.0,6330.0,8158562.0,520100.0,618.0,919.0,https://socialblade.com/youtube/channel/UCRew7VVTjsgpztOQhbWuEpg,814.0,5430000.0,190000.0,871.0,2028.0,4732284878.0,244757000.0,6217150.0,
@mistergilvanegui,https://youtube.com/@mistergilvanegui,Mister Gilvan & Gui,,BR,511.0,9000.0,8746944.0,532800.0,,907.0,https://socialblade.com/youtube/channel/UCwimW9miTZf52yK3lPcKBmg,1087.0,2770000.0,270000.0,2458.0,5687.0,2289688246.0,262408000.0,6693600.0,2.863013698630137
@jessicasousaefamilia,https://youtube.com/@jessicasousaefamilia,Jessica Sousa  e família,entertainment,BR,245.0,11000.0,8052467.0,513350.0,572.0,837.0,https://socialblade.com/youtube/channel/UCwadX9TdcnlnbWfTn277Jlg,767.0,5920000.0,330000.0,2890.0,4220.0,2819904943.0,241574000.0,6162350.0,3.882191780821918
@gr6explode,https://youtube.com/@gr6explode,GR6 EXPLODE,music,BR,7.0,6660.0,8370993.0,531400.0,29.0,770.0,https://socialblade.com/youtube/channel/UCNUQK9mQoqi4yNXw2_Rj6SA,91.0,40700000.0,200000.0,3352.0,78.0,28001905415.0,251130000.0,6426700.0,9.871232876712329
@wanasahtv1,https://youtube.com/@wanasahtv1,قناة وناسة -  Wanasah TV,music,SA,6.0,10000.0,4885338.0,283400.0,129.0,2074.0,https://socialblade.com/youtube/channel/UCiRfBu1ymNpygUgpvGzVr_w,294.0,16000000.0,300000.0,214.0,727.0,9049996672.0,146560000.0,3400050.0,
@rptimaotv,https://youtube.com/@rptimaotv,RptimaoTV,sports,BR,615.0,667.0,557623.0,35550.0,305.0,35996.0,https://socialblade.com/youtube/channel/UCzdsjuqqfd4-f7gtqcLBOyg,1195.0,1690000.0,20000.0,294.0,53402.0,327166010.0,16729000.0,426600.0,
@maoribluee,https://youtube.com/@maoribluee,Maori Blue,entertainment,BR,299.0,15300.0,9585664.0,635950.0,649.0,756.0,https://socialblade.com/youtube/channel/UCbmU-Xcgy5ePHd9q8r_zfYw,845.0,5170000.0,460000.0,1083.0,4941.0,2531391229.0,287570000.0,7331350.0,3.232876712328767
@benimaz,https://youtube.com/@benimaz,Benimaz,,BR,622.0,16000.0,8529678.0,532000.0,,895.0,https://socialblade.com/youtube/channel/UC9lq-MSjLMEaPLPYuke9MUw,1203.0,1670000.0,480000.0,242.0,31400.0,576812026.0,255890000.0,6533850.0,2.1205479452054794
@spiderslack,https://youtube.com/@spiderslack,Spider Slack,comedy,BR,10.0,16600.0,8587389.0,532200.0,7.0,878.0,https://socialblade.com/youtube/channel/UCtiddfzHXNevG-yYe5vc_4Q,127.0,34500000.0,500000.0,1225.0,178.0,19313887675.0,257622000.0,6586450.0,4.082191780821918
@problemsyt,https://youtube.com/@problemsyt,ProbIems,games,BR,149.0,10300.0,8381052.0,531450.0,177.0,998.0,https://socialblade.com/youtube/channel/UCrcBZDofBltcgGxphNia2tw,574.0,7810000.0,310000.0,3048.0,2235.0,4428676149.0,251432000.0,6427150.0,2.797260273972603
@juliadantt,https://youtube.com/@juliadantt,Juliadantt,,BR,479.0,10000.0,6959918.0,443700.0,,1171.0,https://socialblade.com/youtube/channel/UCwK-YWFWEKvBwlTLw1mygfQ,1054.0,3080000.0,300000.0,1336.0,4147.0,2845912950.0,208798000.0,5313200.0,
@white2115official,https://youtube.com/@white2115official,White 2115,,PL,745.0,864.0,2793808.0,162100.0,,5203.0,https://socialblade.com/youtube/channel/UCmqpCseZv4i0Y4n7cOSBygQ,2296.0,114000.0,25900.0,15.0,186032.0,85462620.0,83814000.0,1964400.0,0.39452054794520547
@3palavrinhas,https://youtube.com/@3palavrinhas,3Palavrinhas,music,BR,87.0,6660.0,10585401.0,689700.0,184.0,545.0,https://socialblade.com/youtube/channel/UCb08zJgXapidkizIaEN5EfQ,353.0,10200000.0,200000.0,1154.0,591.0,10202586325.0,317562000.0,8076350.0,10.734246575342466
@joojnatu,https://youtube.com/@joojnatu,Jooj Natu,entertainment,BR,46.0,10000.0,7493824.0,477750.0,181.0,1051.0,https://socialblade.com/youtube/channel/UCVVksn-TMGmkwvirl_neMWw,304.0,15000000.0,300000.0,1326.0,649.0,9675508313.0,224815000.0,5737200.0,3.2849315068493152
@andersonsarayva,https://youtube.com/@andersonsarayva,Anderson Sarayva,,BR,511.0,3000.0,2710783.0,172800.0,,3237.0,https://socialblade.com/youtube/channel/UCtfAINxLcWXVelmXxB3Kehw,1087.0,2740000.0,90000.0,721.0,10230.0,1427989960.0,81323000.0,2072000.0,
@kinolapa,https://youtube.com/@kinolapa,КиноЛапа,,PL,396.0,12100.0,3295206.0,191150.0,,3312.0,https://socialblade.com/youtube/channel/UCfnoP2deu3NWIBAcK4yVTXQ,1822.0,507000.0,365000.0,119.0,111080.0,159024664.0,98856000.0,2284950.0,9.082191780821917
