channel_id,channel_link,channel_name,channel_type,country,country_rank,created_date,daily_subs_average,daily_views_average,estimated_monthly_income,people_rank,social_blade_rank,socialblade_url,subscriber_rank,subscribers,subscribers_last_30_days,uploads,video_view_rank,views,views_last_30_days,yearly_income
@eystreemreacts,https://youtube.com/@eystreemreacts,EYstreemReacts,games,AU,210th,"Mar 24th, 2021",+4.66K,"+1,686,383",€11.5K - €184.2K,739th,"7,739th",https://socialblade.com/youtube/channel/UCcX0VwKvhbfzrPJtlugegBg,"1,260th",1.19M,140K,217,"75,994th",232278439,50.591M,€138.1K - €2.2M
@bundun,https://youtube.com/@bundun,Bundun,games,AU,217th,"Sep 20th, 2011",+2K,"+2,337,771",€16K - €255.3K,746th,"6,804th",https://socialblade.com/youtube/channel/UCtxbV-l2t708Y4tkGSn2IZg,"1,267th",1.11M,60K,422,"11,221st",1328323135,70.133M,€191.5K - €3.1M
@tingting-love168,https://youtube.com/@tingting-love168,Ting Ting,N/A,AU,569th,"Jun 9th, 2023",+1.9K,"+1,115,236",€7.6K - €121.8K,--,"6,573rd",https://socialblade.com/youtube/channel/UCAT17pso5bGO1uo4EV8iO6w,"1,906th",420K,57K,867,"88,184th",198820106,33.457M,€91.3K - €1.5M
@junpeizaki,https://youtube.com/@junpeizaki,Junpei Zaki,comedy,AU,70th,"Jan 31st, 2017",+3K,"+1,725,003",€11.8K - €188.4K,350th,"9,514th",https://socialblade.com/youtube/channel/UCoYu2szPa2OKg_1TCdQHpFg,990th,3.79M,90K,2018,"6,195th",2111211120,51.75M,€141.3K - €2.3M
@skynewsaustralia,https://youtube.com/@skynewsaustralia,Sky News Australia,news,AU,64th,"Jun 20th, 2007",+2K,"+3,064,814",€20.9K - €334.7K,207th,"4,911th",https://socialblade.com/youtube/channel/UCO0akufu9MOzyz3nvGIXAAw,958th,4.08M,60K,149714,"2,210th",4422875215,91.944M,€251K - €4M
@avneesha_delulu,https://youtube.com/@avneesha_delulu,avneesha_delulu,N/A,AU,577th,"Jan 21st, 2024",+13.9K,"+4,323,277",€29.5K - €472.1K,--,"3,428th",https://socialblade.com/youtube/channel/UCVKG2DdKpOPHh09u-8Ltl-w,"1,914th",479K,418K,86,"144,447th",148092372,129.698M,€354.1K - €5.7M
@loserfruit,https://youtube.com/@loserfruit,Loserfruit,games,AU,59th,"Mar 25th, 2013",+3.33K,"+2,842,767",€19.4K - €310.4K,406th,"4,461st",https://socialblade.com/youtube/channel/UCIOrUVVyfoWnmcwG6IwCULQ,913th,4.51M,100K,1355,"13,670th",1126875476,85.283M,€232.8K - €3.7M
@acdc,https://youtube.com/@acdc,AC/DC,music,AU,10th,"Oct 24th, 2005",+3.33K,"+3,196,608",€21.8K - €349.1K,172nd,"4,138th",https://socialblade.com/youtube/channel/UCB0JSO6d5ysH2Mmqz5I9rIw,351st,10.5M,100K,196,663rd,9569486342,95.898M,€261.8K - €4.2M
@smg4,https://youtube.com/@smg4,SMG4,entertainment,AU,24th,"Feb 14th, 2009",+4.66K,"+2,486,156",€17K - €271.5K,370th,"5,273rd",https://socialblade.com/youtube/channel/UC8LcA3grYZg0GNpxlXh8owg,556th,8.06M,140K,1014,"2,062nd",4634877279,74.585M,€203.6K - €3.3M
@thewiggles,https://youtube.com/@thewiggles,The Wiggles - Kids Songs and Nursery Rhymes,entertainment,AU,74th,"Apr 4th, 2007",+3K,"+3,151,564",€21.5K - €344.2K,788th,"4,519th",https://socialblade.com/youtube/channel/UC5vVe2R4ucoMzJP53o38Yaw,"1,007th",3.63M,90K,982,"2,177th",4499138679,94.547M,€258.1K - €4.1M
@tomharrisfootball,https://youtube.com/@tomharrisfootball,Tom Harris Football,people,AU,169th,"Jul 2nd, 2014",+4K,"+3,326,146",€22.7K - €363.2K,795th,"4,666th",https://socialblade.com/youtube/channel/UCIVGVpjywyPA3ZusfLAsvbA,"1,213th",1.61M,120K,1428,"13,052nd",1181581996,99.784M,€272.4K - €4.4M
@wogboyeats,https://youtube.com/@wogboyeats,Ron mushoul,people,AU,"1,223rd","Jun 11th, 2016",+1.23K,"+1,791,023",€12.2K - €195.6K,"2,171st","4,867th",https://socialblade.com/youtube/channel/UCjVPqIaIEUpDzEOvaA-IH6A,"2,854th",68.6K,36.9K,978,"181,019th",94077751,53.731M,€146.7K - €2.3M
@raythesharpener5260,https://youtube.com/@raythesharpener5260,Raythesharpener,N/A,AU,177th,"Jan 8th, 2021",+4.33K,"+2,690,726",€18.4K - €293.8K,--,"5,329th",https://socialblade.com/youtube/channel/UCobGE-G5kvdhj5Jst8fV4KQ,"1,222nd",1.53M,130K,2402,"17,406th",937408754,80.722M,€220.4K - €3.5M
@australianopen,https://youtube.com/@australianopen,Australian Open TV,sports,AU,142nd,"Dec 5th, 2007",+2K,"+2,858,547",€19.5K - €312.2K,279th,"5,406th",https://socialblade.com/youtube/channel/UCeTKJSW1NTAkf27nNmjWt5A,"1,174th",1.97M,60K,13513,"5,858th",2206840061,85.756M,€234.1K - €3.7M
@norrisnuts,https://youtube.com/@norrisnuts,The Norris Nuts,people,AU,29th,"Jun 29th, 2014",+1.66K,"+2,636,405",€18K - €287.9K,266th,"5,652nd",https://socialblade.com/youtube/channel/UCYd0us2OtW4d4-1cfpT2ktw,617th,7.43M,50K,694,"2,455th",4111469363,79.092M,€215.9K - €3.5M
@sam.fricker,https://youtube.com/@sam.fricker,Sam Fricker,entertainment,AU,53rd,"Aug 16th, 2014",+11.6K,"+5,717,885",€39K - €624.4K,671st,"2,219th",https://socialblade.com/youtube/channel/UC7Lzxasu-1yxVks_pr1p10g,885th,4.84M,350K,5742,"2,636th",3947105690,171.537M,€468.3K - €7.5M
@glitch,https://youtube.com/@glitch,GLITCH,film,AU,12th,"Jan 13th, 2018",+48.6K,"+5,276,547",€36K - €576.2K,71st,"2,355th",https://socialblade.com/youtube/channel/UCn_FAXem2-e3HQvmK-mOH4g,364th,10.1M,1.46M,86,"17,299th",945140831,158.296M,€432.1K - €6.9M
@blooporoblox,https://youtube.com/@blooporoblox,Bloopo,games,AU,149th,"Jun 13th, 2023",+7K,"+4,604,609",€31.4K - €502.8K,667th,"2,790th",https://socialblade.com/youtube/channel/UCFsRGPLEsvvC4rIYyO4TUWg,"1,184th",1.92M,210K,315,"18,380th",908602923,138.138M,€377.1K - €6M
@eystreem,https://youtube.com/@eystreem,EYstreem,games,AU,14th,"Mar 16th, 2012",+8.33K,"+3,933,978",€26.8K - €429.6K,103rd,"2,963rd",https://socialblade.com/youtube/channel/UC-g_O9HWb5B0rVDG1hLd5Hw,389th,9.72M,250K,1843,"3,055th",3532045543,118.019M,€322.2K - €5.2M
@vinrl,https://youtube.com/@vinrl,Vin,comedy,AU,89th,"Oct 15th, 2015",+6.33K,"+5,120,818",€34.9K - €559.2K,417th,"1,813th",https://socialblade.com/youtube/channel/UCk8-8rY4q0cV1sOuSbVC_hg,"1,063rd",3.09M,190K,458,"7,027th",1935819557,153.625M,€419.4K - €6.7M
@bouncepatrol,https://youtube.com/@bouncepatrol,Bounce Patrol - Kids Songs,music,AU,1st,"Jan 1st, 2013",+3.33K,"+6,143,273",€41.9K - €670.8K,60th,"1,761st",https://socialblade.com/youtube/channel/UC56cowXhoqRWHeqfSJkIQaA,169th,29.1M,100K,370,136th,22382568308,184.298M,€503.1K - €8.1M
@vindooly,https://youtube.com/@vindooly,Vindooly,games,AU,73rd,"Nov 11th, 2009",+6.33K,"+5,130,067",€35K - €560.2K,492nd,"1,566th",https://socialblade.com/youtube/channel/UCj4hfQEWcGtF08SLEZCZc5Q,"1,005th",3.67M,190K,630,"6,071st",2162834207,153.902M,€420.2K - €6.7M
@howridiculous,https://youtube.com/@howridiculous,How Ridiculous,sports,AU,4th,"Sep 9th, 2009",+6.66K,"+6,497,428",€44.3K - €709.5K,7th,"1,177th",https://socialblade.com/youtube/channel/UC5f5IV0Bf79YLp_p9nfInRA,243rd,21.4M,200K,715,431st,12226611773,194.923M,€532.1K - €8.5M
@adifishman,https://youtube.com/@adifishman,Adi,entertainment,US,369th,"May 20th, 2018",+8.33K,"+11,954,201",€81.6K - €1.3M,394th,360th,https://socialblade.com/youtube/channel/UCTlo9YEeqD-4jDR7v1w3otw,582nd,7.8M,250K,795,"1,108th",6966897781,358.626M,€979K - €15.7M
@jiembasands,https://youtube.com/@jiembasands,Jiemba Sands,people,AU,13th,"Apr 19th, 2012",+12.3K,"+8,580,579",€58.6K - €937K,137th,"1,067th",https://socialblade.com/youtube/channel/UCDb8-E9XyZnyAA7QB_SD8Sg,365th,10M,370K,572,"1,562nd",5662717481,257.417M,€702.7K - €11.2M
@jasminandjames,https://youtube.com/@jasminandjames,Jasmin and James,entertainment,AU,133rd,"Sep 12th, 2021",+40K,"+17,116,870",€116.8K - €1.9M,--,352nd,https://socialblade.com/youtube/channel/UC5OVPGQqCUm0CCyVzELGITQ,"1,155th",2.48M,1.2M,2570,"15,960th",1175498087,513.506M,€1.4M - €22.4M
@littlebabybum,https://youtube.com/@littlebabybum,Little Baby Bum - Nursery Rhymes & Kids Songs,education,US,27th,"Jun 22nd, 2011",--,"+13,401,433",€91.5K - €1.5M,9th,347th,https://socialblade.com/youtube/channel/UCKAqou7V9FAWXpZd9xtOg3Q,89th,41M,--,2673,28th,40511633246,402.043M,€1.1M - €17.6M
@maxdesignpro,https://youtube.com/@maxdesignpro,Max Design Pro - Creative Animation Channel,entertainment,US,306th,"May 8th, 2020",+58.6K,"+10,304,156",€70.3K - €1.1M,314th,355th,https://socialblade.com/youtube/channel/UCgw7OkG1uGCTXbZN6cCjfOQ,488th,8.84M,1.76M,341,"3,739th",3088045374,309.125M,€843.9K - €13.5M
@nickandcarrie,https://youtube.com/@nickandcarrie,NickandCarrie,people,AU,23rd,"Jul 2nd, 2019",+10K,"+14,995,878",€102.3K - €1.6M,229th,214th,https://socialblade.com/youtube/channel/UCR1Jltq7vMzGQVtRd-DR5AA,547th,8.17M,300K,1067,850th,8260789746,449.876M,€1.2M - €19.7M
@sonymusicindiavevo,https://youtube.com/@sonymusicindiavevo,SonyMusicIndiaVEVO,music,US,17th,"Sep 2nd, 2009",+13.3K,"+12,318,657",€84.1K - €1.3M,21st,386th,https://socialblade.com/youtube/channel/UC3MLnJtqc_phABBriLRhtgQ,51st,50.2M,400K,3741,56th,30757050588,369.56M,€1M - €16.1M
@alibabaitems,https://youtube.com/@alibabaitems,Alibaba Items,N/A,US,604th,"Nov 1st, 2022",+12.3K,"+12,383,061",€84.5K - €1.4M,--,366th,https://socialblade.com/youtube/channel/UCMyk83jjKbpp-fAa8x8cZ2w,841st,5.3M,370K,992,"1,401st",6062299211,371.492M,€1M - €16.2M
@bigschoolminecraft,https://youtube.com/@bigschoolminecraft,BigSchool,film,US,87th,"Aug 13th, 2019",+26.6K,"+12,051,899",€82.3K - €1.3M,22nd,394th,https://socialblade.com/youtube/channel/UC-Diq5SjWZDol8C0_E_1Y7A,209th,24.9M,800K,3444,533rd,11033845179,361.557M,€987.1K - €15.8M
@howtoanimating,https://youtube.com/@howtoanimating,HowToAnimating,N/A,US,"1,088th","Sep 23rd, 2017",+17.8K,"+10,435,656",€71.2K - €1.1M,--,403rd,https://socialblade.com/youtube/channel/UC4i3GLAG0G9IH-VT9GxOmrQ,"1,336th",1.03M,534K,1723,"35,534th",528982452,313.07M,€854.7K - €13.7M
@themccartyfam,https://youtube.com/@themccartyfam,The McCartys,entertainment,US,203rd,"Jul 8th, 2013",+13.3K,"+12,663,709",€86.4K - €1.4M,206th,385th,https://socialblade.com/youtube/channel/UCJQsW7LeVEIDCEJU47NmXBA,339th,11.8M,400K,2586,250th,16448149396,379.911M,€1M - €16.6M
@mihdens,https://youtube.com/@mihdens,Mihdens,film,US,209th,"Aug 29th, 2021",+6.66K,"+10,959,096",€74.8K - €1.2M,62nd,383rd,https://socialblade.com/youtube/channel/UCZm-kThz415-1HG9LUP0HQg,345th,11.1M,200K,1015,475th,11651130166,328.773M,€897.5K - €14.4M
@lucksmiths888,https://youtube.com/@lucksmiths888,LuckSmiths,games,US,"1,023rd","May 2nd, 2018",--,"+13,743,450",€93.8K - €1.5M,747th,332nd,https://socialblade.com/youtube/channel/UCdyZqFCAIVxPK4MyLiYRygw,"1,268th",1.09M,--,737,"41,756th",412304323,412.303M,€1.1M - €18M
@astroscopeapp,https://youtube.com/@astroscopeapp,Astroscope: Astrology & Horoscope app,people,US,"1,726th","May 11th, 2020",-66,"+13,535,859",€92.4K - €1.5M,"1,538th",344th,https://socialblade.com/youtube/channel/UCjNwpJPsendtLqZR3hiDPCw,"1,995th",330K,-2K,2455,"42,220th",408265385,406.076M,€1.1M - €17.7M
@dafuqboom,https://youtube.com/@dafuqboom,DaFuq!?Boom!,entertainment,US,25th,"Jun 6th, 2016",+26.6K,"+12,581,005",€85.9K - €1.4M,30th,337th,https://socialblade.com/youtube/channel/UCsSsgPaZ2GSmO6il8Cb5iGA,86th,41.5M,800K,291,253rd,16352503094,377.43M,€1M - €16.5M
@djenmin,https://youtube.com/@djenmin,Djenmin,N/A,US,597th,"Oct 10th, 2023",+27.3K,"+16,250,516",€110.9K - €1.8M,--,338th,https://socialblade.com/youtube/channel/UCHRMOsvrgP98N0AZz1qsYaA,833rd,5.53M,820K,161,"4,151st",2962640919,487.515M,€1.3M - €21.3M
@funfuntv96,https://youtube.com/@funfuntv96,Fun Fun TV,people,US,880th,"Nov 11th, 2020",+16.6K,"+12,649,408",€86.3K - €1.4M,703rd,323rd,https://socialblade.com/youtube/channel/UCPrYW-fTzqA0lW4dnRe3OnA,"1,119th",2.59M,500K,191,"21,050th",843196933,379.482M,€1M - €16.6M
@asmrlinastarofficial,https://youtube.com/@asmrlinastarofficial,AsmrLinastar,N/A,US,270th,"Aug 13th, 2022",+25.3K,"+13,429,201",€91.7K - €1.5M,--,301st,https://socialblade.com/youtube/channel/UCx4XhF4f6bNjeD4PrzRkQnQ,425th,9.46M,760K,273,"2,130th",4589426203,402.876M,€1.1M - €17.6M
@thelandofboggs,https://youtube.com/@thelandofboggs,The Land Of Boggs,people,US,511th,"Apr 15th, 2021",+14.6K,"+16,040,425",€109.5K - €1.8M,359th,303rd,https://socialblade.com/youtube/channel/UCz5osAvTYFKjb6Kjcep6vXA,744th,6.25M,440K,455,"1,294th",6439253946,481.213M,€1.3M - €21M
@sportsnation,https://youtube.com/@sportsnation,SportsNation,sports,US,158th,"Jun 28th, 2009",+10K,"+14,267,619",€97.4K - €1.6M,12th,314th,https://socialblade.com/youtube/channel/UCQZi2YXSxc6BSK4mZHql8ag,293rd,16.3M,300K,4988,159th,20659698995,428.029M,€1.2M - €18.7M
N/A,,Boo's Family,N/A,US,935th,"Mar 20th, 2011",+64.3K,"+14,033,806",€95.8K - €1.5M,--,317th,https://socialblade.com/youtube/channel/UCE-n8op4o9165chJz05XPvA,"1,176th",1.94M,1.93M,0,"40,756th",422277432,421.014M,€1.1M - €18.4M
@demarikiofficial,https://youtube.com/@demarikiofficial,Demariki,comedy,US,247th,"Sep 30th, 2021",+14.3K,"+14,009,116",€95.6K - €1.5M,90th,269th,https://socialblade.com/youtube/channel/UCPwtBv1vrGio8Z_pv2w5X7A,394th,9.72M,430K,2902,583rd,10355873456,420.273M,€1.1M - €18.4M
@im_siowei,https://youtube.com/@im_siowei,im_siowei,people,US,348th,"Oct 7th, 2022",+12.3K,"+14,665,227",€100.1K - €1.6M,233rd,285th,https://socialblade.com/youtube/channel/UCSgue5Dm418CCUCZ-aeUtEA,554th,8.15M,370K,683,874th,8179900755,439.957M,€1.2M - €19.2M
@unzip_animation,https://youtube.com/@unzip_animation,Unzip_Animation,N/A,US,813th,"Jun 15th, 2021",+25.3K,"+14,876,058",€101.5K - €1.6M,--,265th,https://socialblade.com/youtube/channel/UCwEke65o13Le7cKHfRwUlsw,"1,052nd",3.3M,760K,169,"7,680th",1859644755,446.282M,€1.2M - €19.5M
@nadirshou,https://youtube.com/@nadirshou,Nadir Show,entertainment,US,621st,"Jun 18th, 2022",+9K,"+13,467,970",€91.9K - €1.5M,644th,274th,https://socialblade.com/youtube/channel/UCkt0e5pB5Zq15S-TX_GWsqQ,858th,5.11M,270K,686,"1,344th",6244459935,404.039M,€1.1M - €17.6M
@a-paradise,https://youtube.com/@a-paradise,A-Paradise,N/A,US,599th,"Feb 19th, 2023",+24.6K,"+13,888,484",€94.8K - €1.5M,--,253rd,https://socialblade.com/youtube/channel/UC1MBQc0MKqabYpfkCw7EYEQ,836th,5.37M,740K,3046,"4,175th",2854722687,416.655M,€1.1M - €18.2M
@leonatafamily,https://youtube.com/@leonatafamily,LeoNata Family,people,US,39th,"Sep 28th, 2021",+16.6K,"+14,437,769",€98.5K - €1.6M,9th,254th,https://socialblade.com/youtube/channel/UCMsPm8-25ygqRrRe9_s1WFw,126th,34.9M,500K,3257,38th,37345133648,433.133M,€1.2M - €18.9M
@andresvernazza,https://youtube.com/@andresvernazza,Andres Vernazza - Emprendedor Moderno,education,US,"1,042nd","Dec 21st, 2015",-33,"+14,540,716",€99.2K - €1.6M,643rd,296th,https://socialblade.com/youtube/channel/UC_XwpRcQRTR9keLIjDeTvlg,"1,289th",989K,-1K,6893,"39,373rd",436836901,436.221M,€1.2M - €19.1M
@cxlebb,https://youtube.com/@cxlebb,CXLEB,entertainment,US,985th,"Jun 14th, 2013",+2.33K,"+6,586,754",€45K - €719.3K,"1,003rd",288th,https://socialblade.com/youtube/channel/UCCHodVjh378eTjqlZ_bkTbQ,"1,227th",1.47M,70K,266,"7,255th",1895794277,197.603M,€539.5K - €8.6M
@yoeslan,https://youtube.com/@yoeslan,Yoeslan,entertainment,US,63rd,"Sep 26th, 2020",+20K,"+14,370,679",€98.1K - €1.6M,72nd,309th,https://socialblade.com/youtube/channel/UCVtD5iA4rUuOK5cQrB_o4ow,171st,28.9M,600K,968,94th,26010829014,431.12M,€1.2M - €18.8M
@stellapower,https://youtube.com/@stellapower,Stella Power,N/A,US,"1,039th","Aug 24th, 2023",+35K,"+15,755,709",€107.5K - €1.7M,--,289th,https://socialblade.com/youtube/channel/UC1A-LALuiDB3JXedLtHbDBQ,"1,286th",1.06M,1.05M,1229,"38,889th",472671257,472.671M,€1.3M - €20.6M
@unal-cleanupmaster,https://youtube.com/@unal-cleanupmaster,una L,people,US,269th,"Mar 29th, 2023",+28.6K,"+11,849,015",€80.9K - €1.3M,165th,294th,https://socialblade.com/youtube/channel/UC-hc1kkmRtm46cGU0nnis3Q,423rd,9.5M,860K,934,"1,839th",5117839467,355.47M,€970.4K - €15.5M
@saucytv,https://youtube.com/@saucytv,SaucyTV,N/A,US,897th,"Apr 23rd, 2021",+9K,"+12,891,990",€88K - €1.4M,--,308th,https://socialblade.com/youtube/channel/UCmDcSLZlJEEzGqqh_JDsYXA,"1,136th",2.37M,270K,859,"4,937th",2543808077,386.76M,€1.1M - €16.9M
@coolsmartgadget,https://youtube.com/@coolsmartgadget,Cool Smart Gadget,N/A,US,"1,088th","Nov 18th, 2022",+30.5K,"+17,817,611",€121.6K - €1.9M,--,239th,https://socialblade.com/youtube/channel/UCREnkDGyHhKaOHEOKIr3a6w,"1,336th",1.1M,917K,220,"29,608th",662347065,534.528M,€1.5M - €23.3M
@rudolfio78,https://youtube.com/@rudolfio78,Rudolfio,entertainment,US,466th,"Jun 13th, 2021",+16K,"+14,401,403",€98.3K - €1.6M,491st,240th,https://socialblade.com/youtube/channel/UCUMPlgTI685TukAJrDESb-w,695th,6.73M,480K,6018,"1,418th",6015401083,432.042M,€1.2M - €18.9M
N/A,,DARAROTH,entertainment,US,"4,662nd","Oct 15th, 2020",--,"+15,086,936",€103K - €1.6M,"4,064th",241st,https://socialblade.com/youtube/channel/UCFgoO2DP8m7eXa3rBnXdhxQ,"11,026th",9.96K,--,4971,"18,122nd",885795739,452.608M,€1.2M - €19.8M
@movieshouse_k,https://youtube.com/@movieshouse_k,Movies House?,entertainment,US,983rd,"Sep 16th, 2006",+8K,"+13,592,737",€92.8K - €1.5M,"1,001st",248th,https://socialblade.com/youtube/channel/UCOfVojMgHKBCelTHBTRgCfw,"1,225th",1.52M,240K,358,"6,560th",2064338760,407.782M,€1.1M - €17.8M
@bonbonmedia9360,https://youtube.com/@bonbonmedia9360,Bon Bon Media,people,US,149th,"Jul 14th, 2021",+23.3K,"+16,049,997",€109.5K - €1.8M,67th,250th,https://socialblade.com/youtube/channel/UCnbbGVLEKgBnwGxHro0eD1w,284th,17.4M,700K,1969,504th,11363535751,481.5M,€1.3M - €21M
@genevievesplayhouse,https://youtube.com/@genevievesplayhouse,Genevieve's Playhouse - Learning Videos for …,film,US,28th,"Jan 6th, 2016",+16.6K,"+15,736,949",€107.4K - €1.7M,6th,232nd,https://socialblade.com/youtube/channel/UCK5Q72Uyo73uRPk8PmM2A3w,94th,40.5M,500K,637,58th,30401605547,472.108M,€1.3M - €20.6M
