channel_id,channel_link,channel_name,channel_type,country,country_rank,created_date,daily_subs_average,daily_views_average,estimated_monthly_income,people_rank,social_blade_rank,socialblade_url,subscriber_rank,subscribers,subscribers_last_30_days,uploads,video_view_rank,views,views_last_30_days,yearly_income
@answeredthatforyou,https://youtube.com/@answeredthatforyou,Answered That For You,entertainment,US,729th,"Jan 4th, 2023",8330.0,8910872.0,516950.0,750th,3rd,https://socialblade.com/youtube/channel/UClWKFXdU50yb6ZGwQXtLlQw,966th,4030000.0,250K,1347.0,"2,547th",4035906101.0,267326000.0,6214900.0
@nickandcarrie,https://youtube.com/@nickandcarrie,NickandCarrie,people,AU,23rd,"Jul 2nd, 2019",10000.0,14995878.0,851150.0,229th,214th,https://socialblade.com/youtube/channel/UCR1Jltq7vMzGQVtRd-DR5AA,547th,8170000.0,300K,1067.0,850th,8260789746.0,449876000.0,10450000.0
@4nonblondesofficial,https://youtube.com/@4nonblondesofficial,4 Non Blondes,N/A,US,960th,"Feb 2nd, 2023",334.0,666267.0,38650.0,--,7th,https://socialblade.com/youtube/channel/UCCgMsiNiRDhisYQk7t3MNqw,"1,201st",1700000.0,10K,2.0,"6,619th",2014136079.0,19988000.0,463850.0
@jasminandjames,https://youtube.com/@jasminandjames,Jasmin and James,entertainment,AU,133rd,"Sep 12th, 2021",40000.0,17116870.0,1008400.0,--,352nd,https://socialblade.com/youtube/channel/UC5OVPGQqCUm0CCyVzELGITQ,"1,155th",2480000.0,1.2M,2570.0,"15,960th",1175498087.0,513506000.0,11900000.0
@mavigadgets,https://youtube.com/@mavigadgets,MaviGadget,entertainment,US,66th,"Nov 19th, 2017",66600.0,69789280.0,4038150.0,75th,8th,https://socialblade.com/youtube/channel/UCJfNJmcv6LXCDsaa2kB_-7A,177th,28700000.0,2M,4846.0,103rd,25521582943.0,2094000000.0,48600000.0
@jiembasands,https://youtube.com/@jiembasands,Jiemba Sands,people,AU,13th,"Apr 19th, 2012",12300.0,8580579.0,497800.0,137th,"1,067th",https://socialblade.com/youtube/channel/UCDb8-E9XyZnyAA7QB_SD8Sg,365th,10000000.0,370K,572.0,"1,562nd",5662717481.0,257417000.0,5951350.0
@depechemodevevo,https://youtube.com/@depechemodevevo,DepecheModeVEVO,music,US,"1,685th","Jan 3rd, 2010",,64366222.0,3719650.0,"1,527th",9th,https://socialblade.com/youtube/channel/UC90vR_MFeheV3V6nmjvXIng,"1,951st",369000.0,--,170.0,"4,406th",2690602696.0,1931000000.0,44800000.0
@diaryof4,https://youtube.com/@diaryof4,Diary of 4,people,CA,23rd,"Oct 20th, 2008",32600.0,56830004.0,3293950.0,154th,17th,https://socialblade.com/youtube/channel/UCT6zcE-d5Rlc2xto-1lNjgA,398th,9900000.0,980K,2304.0,296th,15674988097.0,1705000000.0,39600000.0
@secretvlog,https://youtube.com/@secretvlog,Secret Vlog,comedy,DE,8th,"Dec 24th, 2019",16600.0,19206720.0,1115550.0,60th,188th,https://socialblade.com/youtube/channel/UCgqy_Kgctp5quGUsvIyqKVw,329th,12800000.0,500K,2595.0,369th,13574038361.0,576202000.0,13400000.0
@lefootenvideo,https://youtube.com/@lefootenvideo,LE FOOT EN VIDÉO,sports,FR,172nd,"Jun 29th, 2017",17000.0,14352935.0,849000.0,258th,273rd,https://socialblade.com/youtube/channel/UC960cXgEv6mCZ5iGnWSd0oQ,"1,149th",2250000.0,510K,248.0,"11,289th",1365496455.0,430588000.0,10000000.0
@mrbeast,https://youtube.com/@mrbeast,MrBeast,entertainment,US,1st,"Feb 20th, 2012",200000.0,66275582.0,3826150.0,1st,11th,https://socialblade.com/youtube/channel/UCX6OQ3DkcsbYNE6H8uQQuVA,2nd,259000000.0,6M,794.0,23rd,49013743635.0,1988000000.0,46100000.0
@howridiculous,https://youtube.com/@howridiculous,How Ridiculous,sports,AU,4th,"Sep 9th, 2009",6660.0,6497428.0,376900.0,7th,"1,177th",https://socialblade.com/youtube/channel/UC5f5IV0Bf79YLp_p9nfInRA,243rd,21400000.0,200K,715.0,431st,12226611773.0,194923000.0,4516050.0
@boxtoxtv,https://youtube.com/@boxtoxtv,boxtoxtv,comedy,DE,5th,"Aug 28th, 2022",26600.0,20083026.0,1168550.0,29th,175th,https://socialblade.com/youtube/channel/UCCfKlFlKYBxZ-UU2dWc17IQ,261st,19700000.0,800K,1189.0,319th,14749384187.0,602491000.0,13950000.0
@sierrarhiafam,https://youtube.com/@sierrarhiafam,Sierra & Rhia FAM,entertainment,CA,9th,"Feb 4th, 2020",23300.0,29219450.0,1699700.0,164th,55th,https://socialblade.com/youtube/channel/UCe6n0z9UbsxYCS8P83f84tw,296th,16100000.0,700K,3072.0,260th,16344956383.0,876583000.0,20350000.0
@tiboinshape,https://youtube.com/@tiboinshape,Tibo InShape,entertainment,FR,2nd,"Aug 15th, 2008",40000.0,30710094.0,1804800.0,144th,88th,https://socialblade.com/youtube/channel/UCpWaR3gNAQGsX48cIlQC0qw,275th,18500000.0,1.2M,3011.0,466th,12001454499.0,921303000.0,21350000.0
@tsurikishow,https://youtube.com/@tsurikishow,Tsuriki Show,comedy,DE,1st,"Jul 10th, 2019",13300.0,11293400.0,638550.0,12th,375th,https://socialblade.com/youtube/channel/UCymK_3BWUcoYVVf5D_GmACQ,161st,30200000.0,400K,3936.0,37th,37781772249.0,338802000.0,7862450.0
@chochar1979,https://youtube.com/@chochar1979,شوشع الاسطورة,people,FR,581st,"Jul 30th, 2022",6600.0,8099510.0,469900.0,"1,268th",930th,https://socialblade.com/youtube/channel/UCrnGvTAge7z-MO5GjGVVYXQ,"1,705th",641000.0,198K,2227.0,"26,383rd",685849779.0,242985000.0,5631650.0
@borzah,https://youtube.com/@borzah,Borzah,entertainment,CA,108th,"Feb 11th, 2020",,-7492499.0,0.0,753rd,134th,https://socialblade.com/youtube/channel/UC4aNrJsAGP-uTi2pSm63-SA,969th,3950000.0,--,1923.0,"9,161st",1547304047.0,-224775000.0,0.0
@cocomelon,https://youtube.com/@cocomelon,Cocomelon - Nursery Rhymes,entertainment,US,2nd,"Sep 1st, 2006",33300.0,,0.0,1st,12th,https://socialblade.com/youtube/channel/UCbCmjCuTUZos6Inko4u57UQ,4th,175000000.0,1M,1170.0,2nd,181066000000.0,,0.0
@vindooly,https://youtube.com/@vindooly,Vindooly,games,AU,73rd,"Nov 11th, 2009",6330.0,5130067.0,297600.0,492nd,"1,566th",https://socialblade.com/youtube/channel/UCj4hfQEWcGtF08SLEZCZc5Q,"1,005th",3670000.0,190K,630.0,"6,071st",2162834207.0,153902000.0,3560100.0
@bouncepatrol,https://youtube.com/@bouncepatrol,Bounce Patrol - Kids Songs,music,AU,1st,"Jan 1st, 2013",3330.0,6143273.0,356350.0,60th,"1,761st",https://socialblade.com/youtube/channel/UC56cowXhoqRWHeqfSJkIQaA,169th,29100000.0,100K,370.0,136th,22382568308.0,184298000.0,4301550.0
@stokestwins,https://youtube.com/@stokestwins,Stokes Twins,people,US,19th,"Apr 11th, 2008",306000.0,33950070.0,1965850.0,2nd,13th,https://socialblade.com/youtube/channel/UCbp9MyKCTEww4CxEzc_Tp0Q,57th,50700000.0,9.2M,297.0,856th,8378808171.0,1019000000.0,23650000.0
@mini-mimi-smol,https://youtube.com/@mini-mimi-smol,Mini-mimi,howto,FR,173rd,"Mar 16th, 2023",8330.0,6793692.0,394150.0,433rd,"1,094th",https://socialblade.com/youtube/channel/UCVAHHxJctgVm6aWu4Yj2ipQ,"1,150th",2210000.0,250K,1594.0,"7,733rd",1799425426.0,203811000.0,4728200.0
@germanspidey,https://youtube.com/@germanspidey,German Spidey,entertainment,DE,14th,"May 5th, 2021",20000.0,12077771.0,691200.0,322nd,437th,https://socialblade.com/youtube/channel/UCZAoGCaaxobl_C6khvgQAtg,499th,8620000.0,600K,1341.0,689th,9302477398.0,362333000.0,8394600.0
@theweeknd,https://youtube.com/@theweeknd,The Weeknd,music,CA,3rd,"Feb 25th, 2011",6660.0,9322672.0,531800.0,42nd,185th,https://socialblade.com/youtube/channel/UC0WP5P-ufpRfjbNrmOWwLBQ,124th,35100000.0,200K,172.0,84th,27153599873.0,279680000.0,6481750.0
@colgatecolombia,https://youtube.com/@colgatecolombia,Colgate - Colombia,people,AF,67th,"Jan 27th, 2010",27.0,381997.0,22150.0,"1,942nd","45,114th",https://socialblade.com/youtube/channel/UCyx7fzjvySVkPb-21NL8xzg,"2,566th",86200.0,800,270.0,"34,912th",491501950.0,11460000.0,265950.0
@celinedept,https://youtube.com/@celinedept,Celine Dept,sports,BE,1st,"May 3rd, 2023",100000.0,40158107.0,2337050.0,5th,24th,https://socialblade.com/youtube/channel/UC1a2ZCw7tugRZYRMnecNj3A,167th,30000000.0,3M,734.0,248th,16638420524.0,1205000000.0,27950000.0
@cemi,https://youtube.com/@cemi,Celine & Michiel,entertainment,BE,2nd,"Jun 30th, 2019",31600.0,8839667.0,512800.0,215th,715th,https://socialblade.com/youtube/channel/UClk5AUhvoAzN41inRfdLPYw,348th,10900000.0,950K,858.0,643rd,9695000263.0,265190000.0,6162000.0
@thewindowmaster,https://youtube.com/@thewindowmaster,Timothy Tancré,N/A,BE,13th,"Mar 20th, 2022",3660.0,2301998.0,133550.0,--,"8,939th",https://socialblade.com/youtube/channel/UCZit6i1Efx743PTt_Te4lGA,"1,137th",2340000.0,110K,965.0,"6,624th",2009588301.0,69060000.0,1594250.0
@joppicr,https://youtube.com/@joppicr,Joppi,N/A,FI,229th,"Nov 11th, 2022",234.0,235326.0,13650.0,--,"2,947th",https://socialblade.com/youtube/channel/UCcKBlZbJw7tSKciRfkLgVyw,"2,243rd",136000.0,7K,1058.0,"136,316th",122536598.0,7060000.0,163850.0
@anayakandhal,https://youtube.com/@anayakandhal,Anaya Kandhal,entertainment,IN,54th,"Sep 20th, 2016",93300.0,110412186.0,6426800.0,67th,1st,https://socialblade.com/youtube/channel/UC4wEPe5mrHGAUjjTfXH_C-Q,162nd,30600000.0,2.8M,1302.0,115th,25093930467.0,3312000000.0,76850000.0
@mayamystic,https://youtube.com/@mayamystic,Mayamystic,comedy,FR,11th,"Jan 7th, 2015",16300.0,5342574.0,309950.0,92nd,"1,823rd",https://socialblade.com/youtube/channel/UCsbzkA9S4TPhkt2Kl2Rx3ig,402nd,9660000.0,490K,877.0,"1,431st",5964206631.0,160277000.0,3718800.0
@nutshellanimations,https://youtube.com/@nutshellanimations,Nutshell Animations,film,CA,37th,"Jun 18th, 2018",15600.0,14386115.0,849100.0,135th,331st,https://socialblade.com/youtube/channel/UChFs0d8syPIK6x8q4C6BrJw,602nd,7680000.0,470K,1852.0,"1,747th",5286276090.0,431583000.0,10050000.0
@noelgoescrazy,https://youtube.com/@noelgoescrazy,Noel Robinson,entertainment,DE,6th,"Jan 11th, 2015",20000.0,8514457.0,493950.0,167th,606th,https://socialblade.com/youtube/channel/UCQB0skuuxIbGjtsC0bCkCPg,300th,15700000.0,600K,1575.0,748th,8900810509.0,255434000.0,5948650.0
@chapitosiki,https://youtube.com/@chapitosiki,Chapitosiki,entertainment,RU,4th,"Jan 24th, 2020",26600.0,28771275.0,1648200.0,101st,51st,https://socialblade.com/youtube/channel/UCXmseTCR4w5q36pupOJKegw,219th,23900000.0,800K,3745.0,140th,22358807239.0,863138000.0,20050000.0
@tseries,https://youtube.com/@tseries,T-Series,music,IN,1st,"Mar 13th, 2006",66600.0,89921169.0,5206850.0,1st,2nd,https://socialblade.com/youtube/channel/UCq-Fj5jknLsUf-MWSy4_brA,1st,265000000.0,2M,20974.0,1st,255368000000.0,2698000000.0,62600000.0
N/A,N/A,Dusty Student,people,FR,524th,"Jun 1st, 2018",,4969729.0,288300.0,"1,204th","2,079th",https://socialblade.com/youtube/channel/UCgc2kzODqeBpl-vjBrUdVkw,"1,637th",658000.0,--,10.0,"44,116th",391291087.0,149092000.0,3453500.0
@kostamoinen,https://youtube.com/@kostamoinen,Kostamoinen,entertainment,FI,14th,"Nov 21st, 2011",7000.0,3589836.0,208250.0,902nd,"3,532nd",https://socialblade.com/youtube/channel/UC2uwKk98o5PMRQvQyiGTOog,"1,122nd",2480000.0,210K,160.0,"20,027th",825784670.0,107695000.0,2497000.0
@abeleljackson,https://youtube.com/@abeleljackson,Abel El Jackson,entertainment,BE,15th,"Aug 23rd, 2013",2330.0,1885860.0,109400.0,943rd,"9,592nd",https://socialblade.com/youtube/channel/UCCyn0urPyjrNvcNXPRQFgAQ,"1,163rd",2070000.0,70K,875.0,"9,131st",1562038064.0,56576000.0,1327250.0
@thegeetagurjar,https://youtube.com/@thegeetagurjar,The geeta gurjar,entertainment,IN,82nd,"Jan 26th, 2021",56600.0,70685668.0,4091200.0,106th,5th,https://socialblade.com/youtube/channel/UCUL9We-R1aCC3GAe-RvOx5g,226th,23400000.0,1.7M,1557.0,225th,17553596628.0,2121000000.0,49200000.0
@successfreedominspires402,https://youtube.com/@successfreedominspires402,Success Freedom Inspires,howto,NG,27th,"Aug 5th, 2016",10600.0,11308236.0,638600.0,465th,277th,https://socialblade.com/youtube/channel/UC20LNUoBRKfV22BPh3pTxow,"1,185th",1890000.0,320K,634.0,"9,935th",1497073755.0,339247000.0,7863050.0
@tuzelityofficial,https://youtube.com/@tuzelityofficial,tuzelity SHUFFLE,people,RU,3rd,"Oct 26th, 2015",40000.0,16617988.0,956700.0,10th,204th,https://socialblade.com/youtube/channel/UCVRqK0tS3B8pVog1HwCR4pg,136th,33400000.0,1.2M,1049.0,372nd,13519971046.0,498540000.0,11600000.0
@brox_short,https://youtube.com/@brox_short,BroxEditZシ︎,people,FR,242nd,"Jun 21st, 2022",4660.0,5153488.0,299000.0,816th,"2,152nd",https://socialblade.com/youtube/channel/UCbH8ThM1Mkr19tl4tDOTDDQ,"1,234th",1420000.0,140K,1001.0,"11,056th",1359099336.0,154605000.0,3611050.0
@brawlstars,https://youtube.com/@brawlstars,Brawl Stars,games,FI,1st,"Apr 28th, 2017",33300.0,3538468.0,205300.0,48th,"3,794th",https://socialblade.com/youtube/channel/UCooVYzDxdwTtGYAkcPmOgOw,292nd,16500000.0,1M,220.0,"5,135th",2432764851.0,106154000.0,2444900.0
@dimitrivegasandlikemike,https://youtube.com/@dimitrivegasandlikemike,Dimitri Vegas & Like Mike,music,BE,4th,"Sep 10th, 2009",2000.0,1936760.0,112350.0,465th,"14,169th",https://socialblade.com/youtube/channel/UCxmNWF8fQ4miqfGs84dFVrg,820th,5440000.0,60K,642.0,"7,389th",1856066131.0,58103000.0,1329300.0
@edisonpts,https://youtube.com/@edisonpts,EdisonPts,games,RU,11th,"Jun 24th, 2013",3330.0,10789608.0,636800.0,50th,286th,https://socialblade.com/youtube/channel/UCrpt82vHWIWZSHtNQxncPrg,295th,16100000.0,100K,3929.0,968th,7525275729.0,323688000.0,7491850.0
@jeanfils,https://youtube.com/@jeanfils,Jeanfils,games,BE,6th,"Apr 6th, 2013",3330.0,1216202.0,70550.0,408th,"14,723rd",https://socialblade.com/youtube/channel/UCGjUTQ-YV71V7T6WfdmZDiw,915th,4500000.0,100K,2721.0,"6,002nd",2157357746.0,36486000.0,849800.0
@starmusicoffl,https://youtube.com/@starmusicoffl,Star Music India,music,IN,750th,"Jan 15th, 2013",667.0,2185245.0,126750.0,670th,6th,https://socialblade.com/youtube/channel/UCd460WUL4835Jd7OCEKfUcA,"1,048th",3190000.0,20K,1018.0,"6,411th",2047513878.0,65557000.0,1539500.0
@agbapsshorts,https://youtube.com/@agbapsshorts,Agbaps Shorts,people,NG,4th,"Jul 22nd, 2021",14600.0,6368923.0,369500.0,573rd,"1,606th",https://socialblade.com/youtube/channel/UCHm8B53nQyyn6jyuSoWcfng,988th,3850000.0,440K,270.0,"8,375th",1697031192.0,191068000.0,4410800.0
@starplus,https://youtube.com/@starplus,StarPlus,entertainment,IN,23rd,"May 19th, 2006",43300.0,46009613.0,2657000.0,28th,10th,https://socialblade.com/youtube/channel/UC-LPIU24bQXVljUXivKEeRQ,82nd,42400000.0,1.3M,86685.0,26th,41748003222.0,1380000000.0,32050000.0
@sofit_ngr,https://youtube.com/@sofit_ngr,Sandra Okeke,people,NG,14th,"Jun 10th, 2018",2000.0,724895.0,42050.0,715th,"1,792nd",https://socialblade.com/youtube/channel/UCN4BnJ2FpCbPk5GOZgNLeTQ,"1,131st",2380000.0,60K,394.0,"13,271st",1151735937.0,21747000.0,504650.0
@ilyaborzov,https://youtube.com/@ilyaborzov,ILYA BORZOV,people,RU,5th,"Apr 1st, 2021",20000.0,13236079.0,745150.0,38th,371st,https://socialblade.com/youtube/channel/UCkwZ4L2z5M_nLHoPtshyJbw,239th,21800000.0,600K,2561.0,350th,13836068026.0,397082000.0,9200000.0
@stromae,https://youtube.com/@stromae,Stromae,music,BE,3rd,"Mar 1st, 2007",1000.0,1209547.0,70200.0,310th,"15,096th",https://socialblade.com/youtube/channel/UCXF0YCBWewAj3RytJUAivGA,635th,7250000.0,30K,100.0,"2,941st",3617235087.0,36286000.0,849550.0
@broda2muchtalk,https://youtube.com/@broda2muchtalk,Broda 2much talk,people,NG,104th,"Jun 6th, 2020",6860.0,1977784.0,114750.0,"1,174th","5,302nd",https://socialblade.com/youtube/channel/UChuo94ZFL1WVJjSCE_YaSvA,"1,604th",715000.0,206K,211.0,"80,659th",220001864.0,59334000.0,1381000.0
@dariohdtv,https://youtube.com/@dariohdtv,Dario HD TV,N/A,BE,466th,"May 13th, 2023",580.0,1157398.0,67150.0,--,"15,442nd",https://socialblade.com/youtube/channel/UCFljyFekl0dzIWNAOM9s-oQ,"2,687th",80400.0,17.4K,946.0,"152,611th",113797970.0,34722000.0,797400.0
@setindia,https://youtube.com/@setindia,SET India,entertainment,IN,2nd,"Sep 20th, 2006",33300.0,50944177.0,2973850.0,2nd,15th,https://socialblade.com/youtube/channel/UCpEhnqL0y41EpW2TvWAHD7Q,5th,172000000.0,1M,137805.0,3rd,163736000000.0,1528000000.0,35500000.0
@pavlovfamily,https://youtube.com/@pavlovfamily,Pavlov_family_,N/A,RU,120th,"May 6th, 2022",9330.0,9992136.0,584100.0,--,605th,https://socialblade.com/youtube/channel/UCIMfBGGWOrLllmotaEt8l7g,849th,5180000.0,280K,688.0,"2,171st",4519656302.0,299764000.0,6959200.0
@edpeople,https://youtube.com/@edpeople,Ed People,N/A,BE,27th,"Dec 6th, 2021",1660.0,1026403.0,59550.0,--,"16,306th",https://socialblade.com/youtube/channel/UC6SrBgEY5mUqiadXsz070GQ,"1,246th",1300000.0,50K,753.0,"24,114th",692209298.0,30792000.0,692050.0
@sonysab,https://youtube.com/@sonysab,Sony SAB,entertainment,IN,5th,"Aug 4th, 2007",30000.0,41454270.0,2391450.0,7th,28th,https://socialblade.com/youtube/channel/UC6-F5tO8uklgE9Zy8IvbdFw,16th,91900000.0,900K,84973.0,4th,114389000000.0,1244000000.0,28850000.0
@skinycomics,https://youtube.com/@skinycomics,Skinycomics,N/A,NG,58th,"Aug 19th, 2021",5360.0,2391197.0,138700.0,--,"5,639th",https://socialblade.com/youtube/channel/UC5g5tMcN7pbHucDgOusackA,"1,269th",1110000.0,161K,134.0,"42,405th",417096733.0,71736000.0,1647900.0
@mashabearrussian,https://youtube.com/@mashabearrussian,Маша и Медведь,education,RU,2nd,"May 31st, 2011",13300.0,8666462.0,502750.0,6th,708th,https://socialblade.com/youtube/channel/UCRv76wLBC73jiP7LX4C3l8Q,58th,48200000.0,400K,1746.0,29th,40220108422.0,259994000.0,6054900.0
@lezitow,https://youtube.com/@lezitow,Sarah Lezito,autos,FR,87th,"Apr 29th, 2007",9000.0,4206354.0,244000.0,31st,"3,170th",https://socialblade.com/youtube/channel/UCvlBxzsiVjykUcKW9OxN8kg,988th,3840000.0,270K,772.0,"10,555th",1412960842.0,126191000.0,2922250.0
@mallusinfinland,https://youtube.com/@mallusinfinland,MallusinFinland,N/A,FI,58th,"Aug 4th, 2021",2960.0,1759419.0,102050.0,--,"9,867th",https://socialblade.com/youtube/channel/UCGCFciaTKU2nCCE7vG91ZLQ,"1,645th",677000.0,89K,502.0,"45,793rd",390104167.0,52783000.0,1222050.0
@obiegotv,https://youtube.com/@obiegotv,Obiego tv,N/A,NG,350th,"Jan 8th, 2020",7700.0,2654701.0,154000.0,--,"6,860th",https://socialblade.com/youtube/channel/UC9-Yrzn7z_5HapnfbH6VeGA,"2,139th",233000.0,231K,309.0,"224,975th",79641022.0,79641000.0,1858700.0
N/A,N/A,Tik tok 2021,education,RU,580th,"Feb 19th, 2021",23300.0,8635171.0,500950.0,771st,786th,https://socialblade.com/youtube/channel/UC9XA4L0zDfxZdHnDN0wiHEg,"1,426th",860000.0,700K,608.0,"15,646th",999094210.0,259055000.0,6003600.0
N/A,N/A,Webs & Tiaras - Toy Monster Compilations,music,CA,45th,"Sep 23rd, 2015",8330.0,8137466.0,472050.0,314th,885th,https://socialblade.com/youtube/channel/UC0gNKhFMg-bKyNNZ_MB3D9Q,639th,7200000.0,250K,62.0,"1,164th",6727576995.0,244124000.0,5683250.0
@thelyonblackofficiel,https://youtube.com/@thelyonblackofficiel,TheLyonBlack,entertainment,FR,375th,"May 27th, 2015",10200.0,3417792.0,198250.0,"1,200th","3,397th",https://socialblade.com/youtube/channel/UCMsCTwRr0vpB8anyEiLJMmg,"1,437th",904000.0,307K,146.0,"51,749th",354237587.0,102534000.0,2389950.0
@infinitereversevideos,https://youtube.com/@infinitereversevideos,Infinite Reverse Videos,N/A,FI,45th,"Feb 28th, 2022",1260.0,1445760.0,83900.0,--,"10,870th",https://socialblade.com/youtube/channel/UCroT_hnUeI4f-xf5_i2OqDw,"1,423rd",871000.0,38K,711.0,"17,863rd",903398968.0,43373000.0,1009200.0
@lecoyottepilote-dz7eo,https://youtube.com/@lecoyottepilote-dz7eo,Le coyotte pilote,N/A,BE,246th,"Nov 11th, 2023",1530.0,990685.0,57500.0,--,"16,515th",https://socialblade.com/youtube/channel/UCnzri-Mtk2dWZMv8kJaZHxQ,"2,136th",218000.0,46K,230.0,"150,888th",112875475.0,29721000.0,690550.0
@teamactors,https://youtube.com/@teamactors,Filmy Suraj Actor,entertainment,IN,78th,"Jan 9th, 2023",63300.0,38030118.0,2229800.0,101st,34th,https://socialblade.com/youtube/channel/UC2fvyma9iKsjN9EZW_FWW1A,219th,24100000.0,1.9M,291.0,552nd,10885848837.0,1141000000.0,26450000.0
N/A,N/A,Nollywood Studios,film,NG,439th,"Apr 22nd, 2014",,1599821.0,92800.0,"1,505th","10,840th",https://socialblade.com/youtube/channel/UCo5z1elrNUax4_5XOknqTyQ,"2,299th",110000.0,--,8.0,"294,052nd",48894370.0,47995000.0,1115500.0
@nevotv,https://youtube.com/@nevotv,NevoMusic,music,RU,35th,"Feb 13th, 2017",7660.0,8236559.0,477800.0,241st,812th,https://socialblade.com/youtube/channel/UCkaUg9b9LplVoJdx1JwwyOg,520th,8440000.0,230K,6913.0,"1,094th",7042844666.0,247097000.0,5737300.0
@bhadracreation,https://youtube.com/@bhadracreation,Badri Narayan Bhadra,animals,IN,676th,"May 19th, 2016",334.0,10491187.0,585800.0,52nd,37th,https://socialblade.com/youtube/channel/UCf5BOWTeK1jGxNHWGSAYVxg,971st,3930000.0,10K,1584.0,"10,840th",1363945272.0,314736000.0,7279600.0
@adhamandamjad,https://youtube.com/@adhamandamjad,Adham & Amjad Twins التوام ادهم و…,people,BE,17th,"Aug 2nd, 2015",3330.0,1109814.0,64400.0,753rd,"20,234th",https://socialblade.com/youtube/channel/UC6xUCgeVInDKEOeL2VVx8gA,"1,170th",2010000.0,100K,295.0,"40,131st",435497282.0,33294000.0,795450.0
@shortsbreak_official,https://youtube.com/@shortsbreak_official,Shorts Break,comedy,IN,32nd,"Jul 7th, 2021",50000.0,35793797.0,2072150.0,4th,43rd,https://socialblade.com/youtube/channel/UCgJ5_1F6yJhYLnyMszUdmUg,103rd,39000000.0,1.5M,604.0,88th,26955781422.0,1074000000.0,24900000.0
@worldofwonder491,https://youtube.com/@worldofwonder491,World Of Wonder,N/A,NG,32nd,"Oct 1st, 2023",3000.0,1198603.0,69550.0,--,"11,515th",https://socialblade.com/youtube/channel/UC_4Oc3tr48mhop9xRKrtPUA,"1,205th",1690000.0,90K,555.0,"24,054th",693827214.0,35958000.0,849100.0
@treshfilms,https://youtube.com/@treshfilms,TreshFilms,film,RU,331st,"Dec 31st, 2014",6000.0,7912432.0,459000.0,499th,868th,https://socialblade.com/youtube/channel/UC5_5Rq-kbDGq_RcDTUDeS5g,"1,139th",2320000.0,180K,914.0,"6,203rd",2128651281.0,237373000.0,5524000.0
@izahfunnycomedy,https://youtube.com/@izahfunnycomedy,Izah Funny Comedy,comedy,NG,42nd,"Jul 8th, 2018",3000.0,1216713.0,70600.0,582nd,"12,621st",https://socialblade.com/youtube/channel/UCh3xW6Eykq1Jf0Nu1STbVnA,"1,236th",1380000.0,90K,609.0,"31,714th",536550648.0,36501000.0,849800.0
N/A,N/A,Kikakiim,people,RU,382nd,"Sep 20th, 2021",14500.0,8876944.0,515000.0,665th,886th,https://socialblade.com/youtube/channel/UCEPBemh1lfTSPUP587Odowg,"1,204th",991000.0,436K,620.0,"15,718th",586162899.0,266308000.0,6163500.0
@sweetysetsu,https://youtube.com/@sweetysetsu,Sweety Setsu,howto,FR,689th,"Jun 8th, 2013",5730.0,2366846.0,137350.0,"1,056th","4,069th",https://socialblade.com/youtube/channel/UCiZpSJSh7rqm7I7MZz6oBfQ,"1,828th",516000.0,172K,433.0,"98,696th",182383561.0,71005000.0,1646900.0
@aurikatariina,https://youtube.com/@aurikatariina,Aurikatariina,people,FI,9th,"Sep 27th, 2020",2000.0,867881.0,50350.0,555th,"17,953rd",https://socialblade.com/youtube/channel/UCEHFYTkv0IIn6RYJBNcgr-Q,969th,3960000.0,60K,210.0,"16,741st",951344402.0,26036000.0,585550.0
@bahauddin_dije,https://youtube.com/@bahauddin_dije,Bahauddin Dije,animals,BE,2nd,"May 22nd, 2021",3330.0,667615.0,38750.0,10th,"20,551st",https://socialblade.com/youtube/channel/UC7X2zSCy7ryS2fygkmIKJ3Q,348th,10800000.0,100K,1832.0,"1,156th",6757341254.0,20028000.0,464750.0
@dangaltvchannel,https://youtube.com/@dangaltvchannel,Dangal TV Channel,entertainment,IN,45th,"Aug 2nd, 2017",40000.0,34437822.0,2017500.0,59th,44th,https://socialblade.com/youtube/channel/UCNzmmbXIbMzlqE8nD1PBXfg,142nd,32600000.0,1.2M,30336.0,144th,22156687632.0,1033000000.0,23950000.0
@azmirrecordingcenter,https://youtube.com/@azmirrecordingcenter,Azmir Recording,entertainment,AF,3rd,"Jan 3rd, 2017",334.0,123842.0,7172.5,958th,"131,474th",https://socialblade.com/youtube/channel/UCC0QJFYdd4Wa4_4hlDlYF_g,"1,180th",1910000.0,10K,3679.0,"47,387th",365257951.0,3715000.0,86200.0
@maureennaudtsmakeupartist,https://youtube.com/@maureennaudtsmakeupartist,Maureen Naudts MakeUpArtist,N/A,BE,7th,"Aug 9th, 2022",1660.0,886232.0,51400.0,--,"20,927th",https://socialblade.com/youtube/channel/UC1-dcTkf8kk_5rybT7aXmGw,"1,002nd",3670000.0,50K,463.0,"10,166th",1427045130.0,26587000.0,636300.0
@jojofalani,https://youtube.com/@jojofalani,Jojo Falani,comedy,NG,292nd,"Oct 29th, 2009",100.0,23262.0,1329.5,"1,330th","14,716th",https://socialblade.com/youtube/channel/UCoIHUO8I3hqRVXw-DpZzAJA,"2,057th",276000.0,3K,679.0,"369,219th",37242723.0,697858.0,16200.0
@faron1841,https://youtube.com/@faron1841,Faron,N/A,RU,392nd,"Oct 14th, 2020",6330.0,8008032.0,464600.0,--,937th,https://socialblade.com/youtube/channel/UCFJct-hF-ecGsMewu4t9iQg,"1,219th",1520000.0,190K,762.0,"7,829th",1746166187.0,240241000.0,5577950.0
